xflr5 v6.57

 Calculated polar for: MW01.203

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.350 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-18.250,-0.2044, 0.19984, 0.19717,-0.0392,0.9953,0.0198,-1.0341, 0.0000, 0.0000, 0.0000, 0.0196
-18.000,-0.1984, 0.19760, 0.19491,-0.0419,0.9942,0.0200,-1.1087, 0.0000, 0.0000, 0.0000,-0.0014
-17.750,-0.1902, 0.19542, 0.19272,-0.0439,0.9927,0.0202,-1.1067, 0.0000, 0.0000, 0.0000,-0.0230
-17.500,-0.1804, 0.19362, 0.19092,-0.0458,0.9915,0.0204,-1.0641, 0.0000, 0.0000, 0.0000,-0.0486
-17.250,-0.1713, 0.19208, 0.18937,-0.0479,0.9905,0.0207,-1.0406, 0.0000, 0.0000, 0.0000,-0.0767
-17.000,-0.1628, 0.19060, 0.18788,-0.0500,0.9897,0.0211,-1.0286, 0.0000, 0.0000, 0.0000,-0.1071
-16.750,-0.1541, 0.18877, 0.18603,-0.0523,0.9890,0.0215,-1.0320, 0.0000, 0.0000, 0.0000,-0.1421
-16.500,-0.1465, 0.18675, 0.18400,-0.0544,0.9886,0.0221,-1.0451, 0.0000, 0.0000, 0.0000,-0.1773
-16.250,-0.1408, 0.18422, 0.18147,-0.0560,0.9864,0.0226,-1.0826, 0.0000, 0.0000, 0.0000,-0.2065
-15.750,-0.1288, 0.17925, 0.17647,-0.0601,0.9840,0.0229,-1.1560, 0.0000, 0.0000, 0.0000,-0.2822
-15.500,-0.1183, 0.17690, 0.17412,-0.0620,0.9831,0.0232,-1.1108, 0.0000, 0.0000, 0.0000,-0.3452
-15.250,-0.1084, 0.17455, 0.17176,-0.0640,0.9824,0.0236,-1.0840, 0.0000, 0.0000, 0.0000,-0.4187
-15.000,-0.0990, 0.17206, 0.16925,-0.0662,0.9818,0.0241,-1.0711, 0.0000, 0.0000, 0.0000,-0.5044
-14.750,-0.0915, 0.16939, 0.16657,-0.0678,0.9795,0.0247,-1.0691, 0.0000, 0.0000, 0.0000,-0.5834
-14.500,-0.0841, 0.16651, 0.16369,-0.0698,0.9777,0.0253,-1.0950, 0.0000, 0.0000, 0.0000,-0.6800
-14.250,-0.0819, 0.16336, 0.16052,-0.0728,0.9765,0.0257,-1.2271, 0.0000, 0.0000, 0.0000,-0.7440
-14.000,-0.0702, 0.16018, 0.15734,-0.0747,0.9756,0.0258,-1.2004, 0.0000, 0.0000, 0.0000,-0.9373
-13.750,-0.0571, 0.15731, 0.15447,-0.0767,0.9748,0.0261,-1.1485, 0.0000, 0.0000, 0.0000,-1.2429
-13.500,-0.0449, 0.15444, 0.15158,-0.0790,0.9741,0.0265,-1.1189, 0.0000, 0.0000, 0.0000,-1.6975
-13.000,-0.0263, 0.14862, 0.14576,-0.0825,0.9688,0.0276,-1.0998, 0.0000, 0.0000, 0.0000,-3.2082
